Sentence,new_sentence,tags,tokens
"Several varieties of poplar are found in the upper canyons, and trees of the willow-leaved species in the Humboldt Mountains often attain a height of 60 ft.","Several varieties of poplar are found in the upper canyons, and trees of the willow-leaved species in the Humboldt Mountains often attain a height of 60 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Several', 'varieties', 'of', 'poplar', 'are', 'found', 'in', 'the', 'upper', 'canyons', 'and', 'trees', 'of', 'the', 'willow', 'leaved', 'species', 'in', 'the', 'Humboldt', 'Mountains', 'often', 'attain', 'a', 'height', 'of', '60', 'ft', '.']"
Keep me apprised of when the troops bring in the one they found down the mountain.,Keep me apprised of when the troops bring in the one they found down the Kangchenjunga.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['Keep', 'me', 'apprised', 'of', 'when', 'the', 'troops', 'bring', 'in', 'the', 'one', 'they', 'found', 'down', 'the', 'Kangchenjunga', '.']"
"After donning a heavy jacket against the mountain chill and continuing dampness, she kissed her husband goodbye.","After donning a heavy jacket against the Chugach Mountains chill and continuing dampness, she kissed her husband goodbye.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['After', 'donning', 'a', 'heavy', 'jacket', 'against', 'the', 'Chugach', 'Mountains', 'chill', 'and', 'continuing', 'dampness', 'she', 'kissed', 'her', 'husband', 'goodbye', '.']"
The treasure is believed to lie hidden somewhere in the mountain.,The treasure is believed to lie hidden somewhere in the Nanga Parbat.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['The', 'treasure', 'is', 'believed', 'to', 'lie', 'hidden', 'somewhere', 'in', 'the', 'Nanga', 'Parbat', '.']"
How high is the mountain?,How high is the Mount Aconcagua?,"['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN']","['How', 'high', 'is', 'the', 'Mount', 'Aconcagua']"
"The south-east winds which sweep over Table Mountain frequently cause the phenomenon known as ""The Table-cloth.""","The south-east winds which sweep over Table Mountain frequently cause the phenomenon known as ""The Table-cloth.""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'south', 'east', 'winds', 'which', 'sweep', 'over', 'Table', 'Mountain', 'frequently', 'cause', 'the', 'phenomenon', 'known', 'as', 'The', 'Table', 'cloth', '.']"
"This great valley—one of the most considerable on the southern side of the Alps—has attracted special attention, in ancient as well as modern times, from its leading to two of the most frequented passes across the great mountain chain—the Great and the Little St Bernard—the former diverging at Aosta, and crossing the main ridges to the north into the valley of the Rhone, the other following a more westerly direction into Savoy.","This great valley—one of the most considerable on the southern side of the Alps—has attracted special attention, in ancient as well as modern times, from its leading to two of the most frequented passes across the great Caucasus Mountains chain—the Great and the Little St Bernard—the former diverging at Aosta, and crossing the main ridges to the north into the valley of the Rhone, the other following a more westerly direction into Savoy.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'great', 'valley', 'one', 'of', 'the', 'most', 'considerable', 'on', 'the', 'southern', 'side', 'of', 'the', 'Alps', 'has', 'attracted', 'special', 'attention', 'in', 'ancient', 'as', 'well', 'as', 'modern', 'times', 'from', 'its', 'leading', 'to', 'two', 'of', 'the', 'most', 'frequented', 'passes', 'across', 'the', 'great', 'Caucasus', 'Mountains', 'chain', 'the', 'Great', 'and', 'the', 'Little', 'St', 'Bernard', 'the', 'former', 'diverging', 'at', 'Aosta', 'and', 'crossing', 'the', 'main', 'ridges', 'to', 'the', 'north', 'into', 'the', 'valley', 'of', 'the', 'Rhone', 'the', 'other', 'following', 'a', 'more', 'westerly', 'direction', 'into', 'Savoy', '.']"
A similar zone surrounds the permanent snow on lofty mountains in all latitudes.,A similar zone surrounds the permanent snow on lofty Fitz Roy in all latitudes.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['A', 'similar', 'zone', 'surrounds', 'the', 'permanent', 'snow', 'on', 'lofty', 'Fitz', 'Roy', 'in', 'all', 'latitudes', '.']"
"He believes that he is once more with Briinnhilde on the Valkyries' mountain height; and the harmonies of her awakening move in untroubled splendour till the light of life fades with the light of day and the slain hero is carried to the Gibichung's hall through the moonlit mists, while the music of love and death tells in terrible triumph more of his story than he ever knew.","He believes that he is once more with Briinnhilde on the Valkyries' Cascade Range height; and the harmonies of her awakening move in untroubled splendour till the light of life fades with the light of day and the slain hero is carried to the Gibichung's hall through the moonlit mists, while the music of love and death tells in terrible triumph more of his story than he ever knew.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['He', 'believes', 'that', 'he', 'is', 'once', 'more', 'with', 'Briinnhilde', 'on', 'the', 'Valkyries', 'Cascade', 'Range', 'height', 'and', 'the', 'harmonies', 'of', 'her', 'awakening', 'move', 'in', 'untroubled', 'splendour', 'till', 'the', 'light', 'of', 'life', 'fades', 'with', 'the', 'light', 'of', 'day', 'and', 'the', 'slain', 'hero', 'is', 'carried', 'to', 'the', 'Gibichung', 's', 'hall', 'through', 'the', 'moonlit', 'mists', 'while', 'the', 'music', 'of', 'love', 'and', 'death', 'tells', 'in', 'terrible', 'triumph', 'more', 'of', 'his', 'story', 'than', 'he', 'ever', 'knew', '.']"
"If it hurt him that she didn't tell him about things like that, how would he feel when he found out about the place on the mountain?","If it hurt him that she didn't tell him about things like that, how would he feel when he found out about the place on the Sorata?","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN']","['If', 'it', 'hurt', 'him', 'that', 'she', 'didn', 't', 'tell', 'him', 'about', 'things', 'like', 'that', 'how', 'would', 'he', 'feel', 'when', 'he', 'found', 'out', 'about', 'the', 'place', 'on', 'the', 'Sorata']"
On its western extremity it is linked by secondary ranges to the mountain system of Morocco.,On its western extremity it is linked by secondary ranges to the Kilimanjaro system of Morocco.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']","['On', 'its', 'western', 'extremity', 'it', 'is', 'linked', 'by', 'secondary', 'ranges', 'to', 'the', 'Kilimanjaro', 'system', 'of', 'Morocco', '.']"
The two sources together drain the region south as the Euphrates drains the region north of the Taurus mountains.,The two sources together drain the region south as the Euphrates drains the region north of the Taurus Vinales Mountains.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['The', 'two', 'sources', 'together', 'drain', 'the', 'region', 'south', 'as', 'the', 'Euphrates', 'drains', 'the', 'region', 'north', 'of', 'the', 'Taurus', 'Vinales', 'Mountains', '.']"
"Through these Rocky Mountains the explorers and furtraders, by ascending the streams running down the eastern declivities of the mountains, and crossing by short portages to the streams of the western slope, have succeeded in discovering passes by which the mountain chain can be crossed, the range rarely exceeding 60 m.","Through these Rocky Mountains the explorers and furtraders, by ascending the streams running down the eastern declivities of the Sonnblick, and crossing by short portages to the streams of the western slope, have succeeded in discovering passes by which the Rinjani chain can be crossed, the range rarely exceeding 60 m.","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Through', 'these', 'Rocky', 'Mountains', 'the', 'explorers', 'and', 'furtraders', 'by', 'ascending', 'the', 'streams', 'running', 'down', 'the', 'eastern', 'declivities', 'of', 'the', 'Sonnblick', 'and', 'crossing', 'by', 'short', 'portages', 'to', 'the', 'streams', 'of', 'the', 'western', 'slope', 'have', 'succeeded', 'in', 'discovering', 'passes', 'by', 'which', 'the', 'Rinjani', 'chain', 'can', 'be', 'crossed', 'the', 'range', 'rarely', 'exceeding', '60', 'm', '.']"
"After the conquest of the mountain tribes, its importance was assured by its position on the Via Aemilia, by which it was connected in 187 B.C. with Ariminum and Placentia, and on the road, constructed in the same year, to Arretium; while another road was made, perhaps in 175 B.e., to Aquilelia.","After the conquest of the Mount Meru tribes, its importance was assured by its position on the Via Aemilia, by which it was connected in 187 B.C. with Ariminum and Placentia, and on the road, constructed in the same year, to Arretium; while another road was made, perhaps in 175 B.e., to Aquilelia.","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['After', 'the', 'conquest', 'of', 'the', 'Mount', 'Meru', 'tribes', 'its', 'importance', 'was', 'assured', 'by', 'its', 'position', 'on', 'the', 'Via', 'Aemilia', 'by', 'which', 'it', 'was', 'connected', 'in', '187', 'B', '.', 'C', '.', 'with', 'Ariminum', 'and', 'Placentia', 'and', 'on', 'the', 'road', 'constructed', 'in', 'the', 'same', 'year', 'to', 'Arretium', 'while', 'another', 'road', 'was', 'made', 'perhaps', 'in', '175', 'B', '.', 'e', '.', 'to', 'Aquilelia', '.']"
"After dressing in double sweaters, wool knickers and stockings, they racked their skis atop their jeep and drove south from town into the mountains.","After dressing in double sweaters, wool knickers and stockings, they racked their skis atop their jeep and drove south from town into the Hubbard Glacier.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['After', 'dressing', 'in', 'double', 'sweaters', 'wool', 'knickers', 'and', 'stockings', 'they', 'racked', 'their', 'skis', 'atop', 'their', 'jeep', 'and', 'drove', 'south', 'from', 'town', 'into', 'the', 'Hubbard', 'Glacier', '.']"
A mountain may be described (it cannot be defined) as an elevated region of irregular surface rising comparatively abruptly from lower ground.,A Mount Tai may be described (it cannot be defined) as an elevated region of irregular surface rising comparatively abruptly from lower ground.,"['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['A', 'Mount', 'Tai', 'may', 'be', 'described', 'it', 'cannot', 'be', 'defined', 'as', 'an', 'elevated', 'region', 'of', 'irregular', 'surface', 'rising', 'comparatively', 'abruptly', 'from', 'lower', 'ground', '.']"
This mountain path ascends to the beautiful lake.,This Adams path ascends to the beautiful lake.,"['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'Adams', 'path', 'ascends', 'to', 'the', 'beautiful', 'lake', '.']"
"Let us go together. We can swim across the river, carry off the bear cubs, take them to the house on the mountain, and together find happiness.","Let us go together. We can swim across the river, carry off the bear cubs, take them to the house on the Red Mountain, and together find happiness.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['Let', 'us', 'go', 'together', '.', 'We', 'can', 'swim', 'across', 'the', 'river', 'carry', 'off', 'the', 'bear', 'cubs', 'take', 'them', 'to', 'the', 'house', 'on', 'the', 'Red', 'Mountain', 'and', 'together', 'find', 'happiness', '.']"
"Proceeding thence southwards, we find in succession the Monte Vettore (8128 ft.), the Pizzo di Sevo (7945 ft.), and the two great mountain masses of the Monte Corno, commonly called the Gran Sasso d'Italia, the most lofty of all the Apennines, attaining to a height of 9560 ft., and the Monte della Maiella, its highest summit measuring 9170 ft.","Proceeding thence southwards, we find in succession the Monte Vettore (8128 ft.), the Pizzo di Sevo (7945 ft.), and the two great Mount Blanc masses of the Monte Corno, commonly called the Gran Sasso d'Italia, the most lofty of all the Apennines, attaining to a height of 9560 ft., and the Monte della Maiella, its highest summit measuring 9170 ft.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Proceeding', 'thence', 'southwards', 'we', 'find', 'in', 'succession', 'the', 'Monte', 'Vettore', '8128', 'ft', '.', 'the', 'Pizzo', 'di', 'Sevo', '7945', 'ft', '.', 'and', 'the', 'two', 'great', 'Mount', 'Blanc', 'masses', 'of', 'the', 'Monte', 'Corno', 'commonly', 'called', 'the', 'Gran', 'Sasso', 'd', 'Italia', 'the', 'most', 'lofty', 'of', 'all', 'the', 'Apennines', 'attaining', 'to', 'a', 'height', 'of', '9560', 'ft', '.', 'and', 'the', 'Monte', 'della', 'Maiella', 'its', 'highest', 'summit', 'measuring', '9170', 'ft', '.']"
"To the north, west and south, a flat coastal belt, bordering the Irish Sea, with its inlets Morecambe Bay and Solway Firth, and broadest in the north, marks off the Lake District, while to the east the valleys of the Eden and the Lune divide it from the Pennine mountain system.","To the north, west and south, a flat coastal belt, bordering the Irish Sea, with its inlets Morecambe Bay and Solway Firth, and broadest in the north, marks off the Lake District, while to the east the valleys of the Eden and the Lune divide it from the Pennine Puncak Jaya system.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']","['To', 'the', 'north', 'west', 'and', 'south', 'a', 'flat', 'coastal', 'belt', 'bordering', 'the', 'Irish', 'Sea', 'with', 'its', 'inlets', 'Morecambe', 'Bay', 'and', 'Solway', 'Firth', 'and', 'broadest', 'in', 'the', 'north', 'marks', 'off', 'the', 'Lake', 'District', 'while', 'to', 'the', 'east', 'the', 'valleys', 'of', 'the', 'Eden', 'and', 'the', 'Lune', 'divide', 'it', 'from', 'the', 'Pennine', 'Puncak', 'Jaya', 'system', '.']"
"Leyon followed, and Mansr took her into a small dwelling on the mountain.","Leyon followed, and Mansr took her into a small dwelling on the Mont Blanc.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']","['Leyon', 'followed', 'and', 'Mansr', 'took', 'her', 'into', 'a', 'small', 'dwelling', 'on', 'the', 'Mont', 'Blanc', '.']"
"Payva died at Cairo; but Covilhao, having heard that a Christian ruler reigned in the mountains of Ethiopia, penetrated into Abyssinia in 1490.","Payva died at Cairo; but Covilhao, having heard that a Christian ruler reigned in the Mount Lemmington of Ethiopia, penetrated into Abyssinia in 1490.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Payva', 'died', 'at', 'Cairo', 'but', 'Covilhao', 'having', 'heard', 'that', 'a', 'Christian', 'ruler', 'reigned', 'in', 'the', 'Mount', 'Lemmington', 'of', 'Ethiopia', 'penetrated', 'into', 'Abyssinia', 'in', '1490', '.']"
Maybe it was time to tell him about the place on the mountain.,Maybe it was time to tell him about the place on the Cuyamaca.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['Maybe', 'it', 'was', 'time', 'to', 'tell', 'him', 'about', 'the', 'place', 'on', 'the', 'Cuyamaca', '.']"
"The mountains are covered with one of the noblest redwood forests of the state - the only one south of San Francisco; two groves, the Sempervirens Park (4000 acres) and the Fremont Grove of Big Trees, 5 m.","The Kosciuszko are covered with one of the noblest redwood forests of the state - the only one south of San Francisco; two groves, the Sempervirens Park (4000 acres) and the Fremont Grove of Big Trees, 5 m.","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'Kosciuszko', 'are', 'covered', 'with', 'one', 'of', 'the', 'noblest', 'redwood', 'forests', 'of', 'the', 'state', 'the', 'only', 'one', 'south', 'of', 'San', 'Francisco', 'two', 'groves', 'the', 'Sempervirens', 'Park', '4000', 'acres', 'and', 'the', 'Fremont', 'Grove', 'of', 'Big', 'Trees', '5', 'm', '.']"
"The country, though generally broken up with mountains of moderate elevation, China.","The country, though generally broken up with Rangitoto of moderate elevation, China.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['The', 'country', 'though', 'generally', 'broken', 'up', 'with', 'Rangitoto', 'of', 'moderate', 'elevation', 'China', '.']"
"The melting of the mountain snow-caps in the spring causes severe freshets, which in turn are followed by long seasons of drought at a time when water is most needed for agricultural purposes.","The melting of the Mount Hood snow-caps in the spring causes severe freshets, which in turn are followed by long seasons of drought at a time when water is most needed for agricultural purposes.","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'melting', 'of', 'the', 'Mount', 'Hood', 'snow', 'caps', 'in', 'the', 'spring', 'causes', 'severe', 'freshets', 'which', 'in', 'turn', 'are', 'followed', 'by', 'long', 'seasons', 'of', 'drought', 'at', 'a', 'time', 'when', 'water', 'is', 'most', 'needed', 'for', 'agricultural', 'purposes', '.']"
"As a result, New York and New Hampshire formed a secret agreement to divide the state between themselves, the mountains to be the line of division.","As a result, New York and New Hampshire formed a secret agreement to divide the state between themselves, the Cordillera Blanca to be the line of division.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'a', 'result', 'New', 'York', 'and', 'New', 'Hampshire', 'formed', 'a', 'secret', 'agreement', 'to', 'divide', 'the', 'state', 'between', 'themselves', 'the', 'Cordillera', 'Blanca', 'to', 'be', 'the', 'line', 'of', 'division', '.']"
They walked to the front door of the mansion built into the side of the mountain.,They walked to the front door of the mansion built into the side of the Baker.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']","['They', 'walked', 'to', 'the', 'front', 'door', 'of', 'the', 'mansion', 'built', 'into', 'the', 'side', 'of', 'the', 'Baker', '.']"
"This district, including the finest land, is on the southern slope of the Organ Mountains between the Honda river and Mantua; bananas are cultivated with the tobacco.","This district, including the finest land, is on the southern slope of the Organ Mountains between the Honda river and Mantua; bananas are cultivated with the tobacco.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'district', 'including', 'the', 'finest', 'land', 'is', 'on', 'the', 'southern', 'slope', 'of', 'the', 'Organ', 'Mountains', 'between', 'the', 'Honda', 'river', 'and', 'Mantua', 'bananas', 'are', 'cultivated', 'with', 'the', 'tobacco', '.']"
"The rupture had not yet been made evident between the Girondist party and that section still more extreme, that of the Mountain.","The rupture had not yet been made evident between the Girondist party and that section still more extreme, that of the Mountain.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'rupture', 'had', 'not', 'yet', 'been', 'made', 'evident', 'between', 'the', 'Girondist', 'party', 'and', 'that', 'section', 'still', 'more', 'extreme', 'that', 'of', 'the', 'Mountain', '.']"
"In the great continental basin there are long lines with easy gradients and curves, while in the Allegheny and Rocky Mountains the gradients are stiff, and the curves numerous and of short radius.","In the great continental basin there are long lines with easy gradients and curves, while in the Allegheny and Rocky Mountains the gradients are stiff, and the curves numerous and of short radius.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'the', 'great', 'continental', 'basin', 'there', 'are', 'long', 'lines', 'with', 'easy', 'gradients', 'and', 'curves', 'while', 'in', 'the', 'Allegheny', 'and', 'Rocky', 'Mountains', 'the', 'gradients', 'are', 'stiff', 'and', 'the', 'curves', 'numerous', 'and', 'of', 'short', 'radius', '.']"
"He was still above the timberline, devoid of any trees that would impair visibility so it was clear enough to follow the road with its many switchbacks and curves traversing the mountain below him, a black line clinging to the side of the cliff like a pen­cil drawing.","He was still above the timberline, devoid of any trees that would impair visibility so it was clear enough to follow the road with its many switchbacks and curves traversing the Timor Mountains below him, a black line clinging to the side of the cliff like a pen­cil drawing.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['He', 'was', 'still', 'above', 'the', 'timberline', 'devoid', 'of', 'any', 'trees', 'that', 'would', 'impair', 'visibility', 'so', 'it', 'was', 'clear', 'enough', 'to', 'follow', 'the', 'road', 'with', 'its', 'many', 'switchbacks', 'and', 'curves', 'traversing', 'the', 'Timor', 'Mountains', 'below', 'him', 'a', 'black', 'line', 'clinging', 'to', 'the', 'side', 'of', 'the', 'cliff', 'like', 'a', 'pen', 'cil', 'drawing', '.']"
"Through these Rocky Mountains the explorers and furtraders, by ascending the streams running down the eastern declivities of the mountains, and crossing by short portages to the streams of the western slope, have succeeded in discovering passes by which the mountain chain can be crossed, the range rarely exceeding 60 m.","Through these Rocky Mountains the explorers and furtraders, by ascending the streams running down the eastern declivities of the Mount Vesuvius, and crossing by short portages to the streams of the western slope, have succeeded in discovering passes by which the Helicon chain can be crossed, the range rarely exceeding 60 m.","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Through', 'these', 'Rocky', 'Mountains', 'the', 'explorers', 'and', 'furtraders', 'by', 'ascending', 'the', 'streams', 'running', 'down', 'the', 'eastern', 'declivities', 'of', 'the', 'Mount', 'Vesuvius', 'and', 'crossing', 'by', 'short', 'portages', 'to', 'the', 'streams', 'of', 'the', 'western', 'slope', 'have', 'succeeded', 'in', 'discovering', 'passes', 'by', 'which', 'the', 'Helicon', 'chain', 'can', 'be', 'crossed', 'the', 'range', 'rarely', 'exceeding', '60', 'm', '.']"
"With the former Supreme Commander of the Armed Forces and the Special Assistant to the VP, not to mention the biofields, electromagnetic fields, and other beefed security measures, the compound at the top of the mountain was a fortress commanded by the President's own right-hand man.","With the former Supreme Commander of the Armed Forces and the Special Assistant to the VP, not to mention the biofields, electromagnetic fields, and other beefed security measures, the compound at the top of the Kinabalu was a fortress commanded by the President's own right-hand man.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['With', 'the', 'former', 'Supreme', 'Commander', 'of', 'the', 'Armed', 'Forces', 'and', 'the', 'Special', 'Assistant', 'to', 'the', 'VP', 'not', 'to', 'mention', 'the', 'biofields', 'electromagnetic', 'fields', 'and', 'other', 'beefed', 'security', 'measures', 'the', 'compound', 'at', 'the', 'top', 'of', 'the', 'Kinabalu', 'was', 'a', 'fortress', 'commanded', 'by', 'the', 'President', 's', 'own', 'right', 'hand', 'man', '.']"
